"","Player","Season","Cluster"
"2935","Joe Johnson","2010-11",23
"2936","Joe Smith","2010-11",15
"2937","Joel Anthony","2010-11",8
"2938","Joel Przybilla","2010-11",18
"2939","Joey Dorsey","2010-11",18
"2940","Joey Graham","2010-11",19
"2941","Johan Petro","2010-11",15
"2942","John Lucas III","2010-11",25
"2943","John Salmons","2010-11",25
"2944","John Wall","2010-11",7
"2945","Jon Brockman","2010-11",18
"2946","Jonny Flynn","2010-11",24
"2947","Jordan Crawford","2010-11",25
"2948","Jordan Farmar","2010-11",23
"2949","Jordan Hill","2010-11",21
"2950","Jose Calderon","2010-11",24
"2951","Jose Juan Barea","2010-11",23
"2952","Josh Childress","2010-11",8
"2953","Josh Howard","2010-11",2
"2954","Josh McRoberts","2010-11",21
"2955","Josh Powell","2010-11",15
"2956","Josh Smith","2010-11",20
"2957","Jrue Holiday","2010-11",10
"2958","Julian Wright","2010-11",8
"2959","Juwan Howard","2010-11",15
"2960","Keith Bogans","2010-11",9
"2961","Kendrick Perkins","2010-11",18
"2962","Kenyon Martin","2010-11",21
"2963","Kevin Durant","2010-11",2
"2964","Kevin Garnett","2010-11",14
"2965","Kevin Love","2010-11",6
"2966","Kevin Martin","2010-11",13
"2967","Kevin Seraphin","2010-11",8
"2968","Keyon Dooling","2010-11",1
"2969","Kirk Hinrich","2010-11",24
"2970","Kobe Bryant","2010-11",2
"2971","Kosta Koufos","2010-11",21
"2972","Kris Humphries","2010-11",14
"2973","Kurt Thomas","2010-11",15
"2974","Kwame Brown","2010-11",12
"2975","Kyle Korver","2010-11",1
"2976","Kyle Lowry","2010-11",23
"2977","Kyle Weaver","2010-11",25
"2978","Kyrylo Fesenko","2010-11",21
"2979","Lamar Odom","2010-11",20
"2980","LaMarcus Aldridge","2010-11",22
"2981","Lance Stephenson","2010-11",10
"2982","Landry Fields","2010-11",11
"2983","Larry Owens","2010-11",24
"2984","Larry Sanders","2010-11",15
"2985","Lazar Hayward","2010-11",11
"2986","Leandro Barbosa","2010-11",23
"2987","LeBron James","2010-11",2
"2988","Leon Powe","2010-11",3
"2989","Lester Hudson","2010-11",9
"2990","Linas Kleiza","2010-11",11
"2991","Lou Amundson","2010-11",21
"2992","Lou Williams","2010-11",13
"2993","Luc Mbah a Moute","2010-11",21
"2994","Luis Scola","2010-11",22
"2995","Luke Babbitt","2010-11",20
"2996","Luke Harangody","2010-11",20
"2997","Luke Ridnour","2010-11",24
"2998","Luke Walton","2010-11",24
"2999","Luol Deng","2010-11",10
"3000","Luther Head","2010-11",23
"3001","Malik Allen","2010-11",19
"3002","Manny Harris","2010-11",10
"3003","Manu Ginobili","2010-11",13
"3004","Marc Gasol","2010-11",21
"3005","Marcin Gortat","2010-11",14
"3006","Marco Belinelli","2010-11",1
"3007","Marcus Banks","2010-11",3
"3008","Marcus Camby","2010-11",18
"3009","Marcus Cousin","2010-11",19
"3010","Marcus Thornton","2010-11",25
"3011","Mario Chalmers","2010-11",9
"3012","Mario West","2010-11",8
"3013","Marquis Daniels","2010-11",10
"3014","Marreese Speights","2010-11",22
"3015","Martell Webster","2010-11",23
"3016","Marvin Williams","2010-11",10
"3017","Matt Barnes","2010-11",11
"3018","Matt Bonner","2010-11",9
"3019","Matt Carroll","2010-11",7
"3020","Maurice Ager","2010-11",24
"3021","Maurice Evans","2010-11",24
"3022","Mehmet Okur","2010-11",20
"3023","Melvin Ely","2010-11",8
"3024","Metta World Peace","2010-11",24
"3025","Michael Beasley","2010-11",2
"3026","Michael Harris","2010-11",6
"3027","Michael Redd","2010-11",1
"3028","Mickael Pietrus","2010-11",9
"3029","Mike Bibby","2010-11",9
"3030","Mike Conley","2010-11",10
"3031","Mike Dunleavy","2010-11",11
"3032","Mike Miller","2010-11",11
"3033","Mo Williams","2010-11",25
"3034","Monta Ellis","2010-11",25
"3035","Morris Peterson","2010-11",16
"3036","Mustafa Shakur","2010-11",7
"3037","Nate Robinson","2010-11",9
"3038","Nazr Mohammed","2010-11",21
"3039","Nenad Krstic","2010-11",15
"3040","Nene","2010-11",12
"3041","Nick Collison","2010-11",8
"3042","Nick Young","2010-11",25
"3043","Nicolas Batum","2010-11",11
"3044","Nikola Pekovic","2010-11",21
"3045","O.J. Mayo","2010-11",1
"3046","Omer Asik","2010-11",12
"3047","Omri Casspi","2010-11",11
"3048","Orien Greene","2010-11",17
"3049","Othyus Jeffers","2010-11",21
"3050","Pape Sy","2010-11",3
"3051","Patrick Ewing Jr.","2010-11",13
"3052","Patrick Patterson","2010-11",15
"3053","Patty Mills","2010-11",23
"3054","Pau Gasol","2010-11",14
"3055","Paul George","2010-11",11
"3056","Paul Millsap","2010-11",22
"3057","Paul Pierce","2010-11",13
"3058","Peja Stojakovic","2010-11",9
"3059","Pooh Jeter","2010-11",7
"3060","Pops Mensah-Bonsu","2010-11",16
"3061","Quentin Richardson","2010-11",11
"3062","Quincy Pondexter","2010-11",24
"3063","Quinton Ross","2010-11",19
"3064","Raja Bell","2010-11",24
"3065","Rajon Rondo","2010-11",10
"3066","Ramon Sessions","2010-11",3
"3067","Randy Foye","2010-11",23
"3068","Rashard Lewis","2010-11",11
"3069","Rasual Butler","2010-11",9
"3070","Ray Allen","2010-11",1
"3071","Raymond Felton","2010-11",23
"3072","Reggie Evans","2010-11",18
"3073","Reggie Williams","2010-11",11
"3074","Renaldo Balkman","2010-11",8
"3075","Richard Hamilton","2010-11",25
"3076","Richard Jefferson","2010-11",11
"3077","Robin Lopez","2010-11",21
"3078","Rodney Carney","2010-11",24
"3079","Rodney Stuckey","2010-11",3
"3080","Rodrigue Beaubois","2010-11",23
"3081","Roger Mason Jr.","2010-11",9
"3082","Ronald Dupree","2010-11",16
"3083","Ronnie Brewer","2010-11",10
"3084","Ronnie Price","2010-11",24
"3085","Ronny Turiaf","2010-11",8
"3086","Roy Hibbert","2010-11",14
"3087","Royal Ivey","2010-11",24
"3088","Rudy Fernandez","2010-11",9
"3089","Rudy Gay","2010-11",7
"3090","Russell Westbrook","2010-11",3
"3091","Ryan Anderson","2010-11",9
"3092","Ryan Gomes","2010-11",24
"3093","Ryan Hollins","2010-11",8
"3094","Sam Young","2010-11",7
"3095","Samardo Samuels","2010-11",21
"3096","Samuel Dalembert","2010-11",14
"3097","Sasha Pavlovic","2010-11",24
"3098","Sasha Vujacic","2010-11",1
"3099","Sean Marks","2010-11",19
"3100","Sebastian Telfair","2010-11",23
"3101","Semih Erden","2010-11",8
"3102","Serge Ibaka","2010-11",15
"3103","Shane Battier","2010-11",11
"3104","Shannon Brown","2010-11",1
"3105","Shaquille O'Neal","2010-11",12
"3106","Shaun Livingston","2010-11",7
"3107","Shawn Marion","2010-11",21
"3108","Shawne Williams","2010-11",11
"3109","Shelden Williams","2010-11",21
"3110","Sherron Collins","2010-11",1
"3111","Solomon Alabi","2010-11",15
"3112","Solomon Jones","2010-11",21
"3113","Sonny Weems","2010-11",7
"3114","Spencer Hawes","2010-11",15
"3115","Stephen Curry","2010-11",23
"3116","Stephen Graham","2010-11",19
"3117","Stephen Jackson","2010-11",13
"3118","Steve Blake","2010-11",24
"3119","Steve Nash","2010-11",10
"3120","Steve Novak","2010-11",9
"3121","Sundiata Gaines","2010-11",23
"3122","T.J. Ford","2010-11",7
"3123","Taj Gibson","2010-11",15
"3124","Tayshaun Prince","2010-11",7
"3125","Terrence Williams","2010-11",20
"3126","Thabo Sefolosha","2010-11",24
"3127","Thaddeus Young","2010-11",21
"3128","Theo Ratliff","2010-11",8
"3129","Tiago Splitter","2010-11",12
"3130","Tim Duncan","2010-11",14
"3131","Timofey Mozgov","2010-11",21
"3132","Toney Douglas","2010-11",9
"3133","Tony Allen","2010-11",10
"3134","Tony Battie","2010-11",15
"3135","Tony Parker","2010-11",7
"3136","Tracy McGrady","2010-11",10
"3137","Travis Outlaw","2010-11",1
"3138","Trevor Ariza","2010-11",11
"3139","Trevor Booker","2010-11",21
"3140","Trey Johnson","2010-11",7
"3141","Troy Murphy","2010-11",20
"3142","Ty Lawson","2010-11",10
"3143","Tyler Hansbrough","2010-11",22
"3144","Tyreke Evans","2010-11",7
"3145","Tyrus Thomas","2010-11",22
"3146","Tyson Chandler","2010-11",18
"3147","Udonis Haslem","2010-11",15
"3148","Vince Carter","2010-11",23
"3149","Vladimir Radmanovic","2010-11",11
"3150","Von Wafer","2010-11",23
"3151","Wayne Ellington","2010-11",1
"3152","Wesley Johnson","2010-11",1
"3153","Wesley Matthews","2010-11",23
"3154","Will Bynum","2010-11",10
"3155","Willie Green","2010-11",25
"3156","Willie Warren","2010-11",24
"3157","Wilson Chandler","2010-11",11
"3158","Xavier Henry","2010-11",7
"3159","Yao Ming","2010-11",14
"3160","Yi Jianlian","2010-11",15
"3161","Zabian Dowdell","2010-11",7
"3162","Zach Randolph","2010-11",14
"3163","Zaza Pachulia","2010-11",12
"3164","Zydrunas Ilgauskas","2010-11",15
"3165","A.J. Price","2011-12",10
"3166","Aaron Gray","2011-12",11
"3167","Al Harrington","2011-12",1
"3168","Al Horford","2011-12",14
"3169","Al Jefferson","2011-12",9
"3170","Al-Farouq Aminu","2011-12",14
"3171","Alan Anderson","2011-12",25
"3172","Alec Burks","2011-12",21
"3173","Alonzo Gee","2011-12",6
"3174","Amar'e Stoudemire","2011-12",17
"3175","Amir Johnson","2011-12",20
"3176","Anderson Varejao","2011-12",5
"3177","Andray Blatche","2011-12",9
"3178","Andre Emmett","2011-12",19
"3179","Andre Iguodala","2011-12",6
"3180","Andre Miller","2011-12",13
"3181","Andrea Bargnani","2011-12",15
"3182","Andres Nocioni","2011-12",15
"3183","Andrew Bogut","2011-12",11
"3184","Andrew Bynum","2011-12",5
"3185","Andrew Goudelock","2011-12",10
"3186","Andris Biedrins","2011-12",20
"3187","Antawn Jamison","2011-12",15
"3188","Anthony Carter","2011-12",6
"3189","Anthony Morrow","2011-12",3
"3190","Anthony Parker","2011-12",25
"3191","Anthony Randolph","2011-12",17
"3192","Anthony Tolliver","2011-12",4
"3193","Armon Johnson","2011-12",13
"3194","Arron Afflalo","2011-12",22
"3195","Austin Daye","2011-12",12
"3196","Avery Bradley","2011-12",13
"3197","Baron Davis","2011-12",10
"3198","Ben Gordon","2011-12",3
"3199","Ben Uzoh","2011-12",14
"3200","Ben Wallace","2011-12",20
"3201","Beno Udrih","2011-12",12
"3202","Bismack Biyombo","2011-12",24
"3203","Blake Ahearn","2011-12",10
"3204","Blake Griffin","2011-12",17
"3205","Bobby Simmons","2011-12",4
"3206","Boris Diaw","2011-12",6
"3207","Brad Miller","2011-12",25
"3208","Brandan Wright","2011-12",24
"3209","Brandon Bass","2011-12",7
"3210","Brandon Jennings","2011-12",3
"3211","Brandon Knight","2011-12",25
"3212","Brandon Rush","2011-12",4
"3213","Brendan Haywood","2011-12",20
"3214","Brian Cardinal","2011-12",1
"3215","Brian Cook","2011-12",1
"3216","Brian Scalabrine","2011-12",6
"3217","Brian Skinner","2011-12",13
"3218","Brook Lopez","2011-12",21
"3219","Byron Mullens","2011-12",9
"3220","Carl Landry","2011-12",17
"3221","Carldell Johnson","2011-12",10
"3222","Carlos Boozer","2011-12",9
"3223","Carlos Delfino","2011-12",1
"3224","Carmelo Anthony","2011-12",15
"3225","Caron Butler","2011-12",3
"3226","Cartier Martin","2011-12",1
"3227","Chandler Parsons","2011-12",4
"3228","Channing Frye","2011-12",1
"3229","Charles Hayes","2011-12",20
"3230","Charles Jenkins","2011-12",12
"3231","Charlie Villanueva","2011-12",1
"3232","Chase Budinger","2011-12",1
"3233","Chauncey Billups","2011-12",3
"3234","Chris Andersen","2011-12",5
"3235","Chris Bosh","2011-12",17
"3236","Chris Duhon","2011-12",4
"3237","Chris Johnson","2011-12",24
"3238","Chris Kaman","2011-12",9
"3239","Chris Paul","2011-12",22
"3240","Chris Singleton","2011-12",6
"3241","Chris Wilcox","2011-12",20
"3242","Chris Wright","2011-12",24
"3243","Christian Eyenga","2011-12",14
"3244","CJ Miles","2011-12",3
"3245","CJ Watson","2011-12",3
"3246","Cole Aldrich","2011-12",11
"3247","Corey Brewer","2011-12",4
"3248","Corey Maggette","2011-12",15
"3249","Cory Higgins","2011-12",21
"3250","Cory Joseph","2011-12",13
"3251","Courtney Fortson","2011-12",22
"3252","Courtney Lee","2011-12",25
"3253","Craig Brackins","2011-12",12
"3254","Craig Smith","2011-12",24
"3255","D.J. Augustin","2011-12",25
"3256","D.J. Kennedy","2011-12",25
"3257","Daequan Cook","2011-12",1
"3258","Dahntay Jones","2011-12",25
"3259","DaJuan Summers","2011-12",12
"3260","Damien Wilkins","2011-12",13
"3261","Damion James","2011-12",14
"3262","Dan Gadzuric","2011-12",16
"3263","Daniel Gibson","2011-12",10
"3264","Daniel Orton","2011-12",24
"3265","Danilo Gallinari","2011-12",22
"3266","Danny Granger","2011-12",3
"3267","Danny Green","2011-12",4
"3268","Dante Cunningham","2011-12",14
"3269","Darington Hobson","2011-12",10
"3270","Darius Morris","2011-12",13
"3271","Darko Milicic","2011-12",24
"3272","Darren Collison","2011-12",13
"3273","Darryl Watkins","2011-12",5
"3274","David Lee","2011-12",17
"3275","David West","2011-12",9
"3276","DeAndre Jordan","2011-12",11
"3277","DeAndre Liggins","2011-12",19
"3278","DeJuan Blair","2011-12",5
"3279","Delonte West","2011-12",25
"3280","DeMar DeRozan","2011-12",21
"3281","DeMarcus Cousins","2011-12",17
"3282","DeMarre Carroll","2011-12",12
"3283","Dennis Horner","2011-12",19
"3284","Derek Fisher","2011-12",25
"3285","Deron Williams","2011-12",3
"3286","Derrick Brown","2011-12",14
"3287","Derrick Byars","2011-12",4
"3288","Derrick Favors","2011-12",5
"3289","Derrick Rose","2011-12",22
"3290","Derrick Williams","2011-12",6
"3291","DeSagana Diop","2011-12",20
"3292","DeShawn Stevenson","2011-12",1
"3293","Devin Ebanks","2011-12",14
"3294","Devin Harris","2011-12",22
"3295","Dexter Pittman","2011-12",24
"3296","Dirk Nowitzki","2011-12",15
"3297","DJ White","2011-12",7
"3298","Dominic McGuire","2011-12",20
"3299","Dominique Jones","2011-12",19
"3300","Donald Sloan","2011-12",12
"3301","Donte Greene","2011-12",6
"3302","Dorell Wright","2011-12",1
"3303","Drew Gooden","2011-12",9
"3304","Dwight Howard","2011-12",2
"3305","Dwyane Wade","2011-12",21
"3306","E'Twaun Moore","2011-12",10
"3307","Earl Barron","2011-12",8
"3308","Earl Boykins","2011-12",21
"3309","Earl Clark","2011-12",23
"3310","Earl Watson","2011-12",13
"3311","Ed Davis","2011-12",11
"3312","Eddy Curry","2011-12",24
"3313","Eduardo Najera","2011-12",4
"3314","Edwin Ubiles","2011-12",12
"3315","Ekpe Udoh","2011-12",14
"3316","Elliot Williams","2011-12",4
"3317","Elton Brand","2011-12",7
"3318","Emeka Okafor","2011-12",23
"3319","Enes Kanter","2011-12",5
"3320","Eric Bledsoe","2011-12",13
"3321","Eric Dawson","2011-12",23
"3322","Eric Gordon","2011-12",22
"3323","Eric Maynor","2011-12",10
"3324","Erick Dampier","2011-12",20
"3325","Ersan Ilyasova","2011-12",17
"3326","Evan Turner","2011-12",9
"3327","Francisco Elson","2011-12",12
"3328","Francisco Garcia","2011-12",1
"3329","Gary Forbes","2011-12",22
"3330","Gary Neal","2011-12",10
"3331","George Hill","2011-12",25
"3332","Gerald Green","2011-12",3
"3333","Gerald Henderson","2011-12",21
"3334","Gerald Wallace","2011-12",6
"3335","Gilbert Arenas","2011-12",10
"3336","Glen Davis","2011-12",17
"3337","Goran Dragic","2011-12",22
"3338","Gordon Hayward","2011-12",22
"3339","Grant Hill","2011-12",12
"3340","Greg Monroe","2011-12",5
"3341","Greg Smith","2011-12",20
"3342","Greg Stiemsma","2011-12",20
"3343","Greivis Vasquez","2011-12",25
"3344","Gustavo Ayon","2011-12",20
"3345","Hakim Warrick","2011-12",21
"3346","Hamady Ndiaye","2011-12",18
"3347","Hamed Haddadi","2011-12",5
"3348","Hasheem Thabeet","2011-12",5
"3349","Hassan Whiteside","2011-12",5
"3350","Hedo Turkoglu","2011-12",4
"3351","Henry Walker","2011-12",1
"3352","Ian Mahinmi","2011-12",24
"3353","Ike Diogu","2011-12",19
"3354","Iman Shumpert","2011-12",25
"3355","Isaiah Thomas","2011-12",22
"3356","Ish Smith","2011-12",13
"3357","Ivan Johnson","2011-12",14
"3358","J.R. Smith","2011-12",10
"3359","JaJuan Johnson","2011-12",7
"3360","Jamaal Magloire","2011-12",11
"3361","Jamaal Tinsley","2011-12",25
"3362","Jamal Crawford","2011-12",3
"3363","Jamario Moon","2011-12",6
"3364","Jameer Nelson","2011-12",25
"3365","James Anderson","2011-12",4
"3366","James Harden","2011-12",22
"3367","James Johnson","2011-12",14
"3368","James Jones","2011-12",10
"3369","James Singleton","2011-12",23
"3370","Jan Vesely","2011-12",20
"3371","Jannero Pargo","2011-12",10
"3372","Jared Dudley","2011-12",25
"3373","Jared Jeffries","2011-12",24
"3374","Jarrett Jack","2011-12",12
"3375","Jason Collins","2011-12",20
"3376","Jason Kapono","2011-12",25
"3377","Jason Kidd","2011-12",1
"3378","Jason Maxiell","2011-12",14
"3379","Jason Richardson","2011-12",10
"3380","Jason Smith","2011-12",7
"3381","Jason Terry","2011-12",10
"3382","Jason Thompson","2011-12",5
"3383","JaVale McGee","2011-12",5
"3384","Jeff Adrien","2011-12",17
"3385","Jeff Ayres","2011-12",23
"3386","Jeff Foote","2011-12",20
"3387","Jeff Foster","2011-12",20
"3388","Jeff Teague","2011-12",13
"3389","Jeremy Evans","2011-12",20
"3390","Jeremy Lin","2011-12",22
"3391","Jeremy Pargo","2011-12",25
"3392","Jeremy Tyler","2011-12",14
"3393","Jermaine O'Neal","2011-12",23
"3394","Jerome Dyson","2011-12",19
"3395","Jerome Jordan","2011-12",24
"3396","Jerry Smith","2011-12",10
"3397","Jerry Stackhouse","2011-12",3
"3398","Jerryd Bayless","2011-12",3
"3399","Jimmer Fredette","2011-12",10
"3400","Jimmy Butler","2011-12",19
"3401","JJ Hickson","2011-12",17
"3402","JJ Redick","2011-12",3
"3403","Joakim Noah","2011-12",5
"3404","Jodie Meeks","2011-12",10
"3405","Joe Johnson","2011-12",3
"3406","Joel Anthony","2011-12",20
"3407","Joel Przybilla","2011-12",11
"3408","Johan Petro","2011-12",23
"3409","John Lucas III","2011-12",3
"3410","John Salmons","2011-12",25
"3411","John Wall","2011-12",21
"3412","Jon Brockman","2011-12",5
"3413","Jon Leuer","2011-12",7
"3414","Jonas Jerebko","2011-12",6
"3415","Jonny Flynn","2011-12",25
"3416","Jordan Crawford","2011-12",3
"3417","Jordan Farmar","2011-12",10
"3418","Jordan Hamilton","2011-12",1
"3419","Jordan Hill","2011-12",5
"3420","Jordan Williams","2011-12",24
"3421","Jose Calderon","2011-12",25
"3422","Jose Juan Barea","2011-12",22
"3423","Josh Childress","2011-12",20
"3424","Josh Davis","2011-12",4
"3425","Josh Harrellson","2011-12",6
"3426","Josh Howard","2011-12",7
"3427","Josh McRoberts","2011-12",20
"3428","Josh Selby","2011-12",13
"3429","Josh Smith","2011-12",17
"3430","Jrue Holiday","2011-12",12
"3431","Julyan Stone","2011-12",13
"3432","Justin Dentmon","2011-12",4
"3433","Justin Harper","2011-12",10
"3434","Juwan Howard","2011-12",14
"3435","Kawhi Leonard","2011-12",6
"3436","Keith Benson","2011-12",20
"3437","Keith Bogans","2011-12",4
"3438","Kelenna Azubuike","2011-12",10
"3439","Kemba Walker","2011-12",3
"3440","Kendrick Perkins","2011-12",20
"3441","Kenneth Faried","2011-12",5
"3442","Kenyon Martin","2011-12",14
"3443","Kevin Durant","2011-12",15
"3444","Kevin Garnett","2011-12",9
"3445","Kevin Love","2011-12",15
"3446","Kevin Martin","2011-12",3
"3447","Kevin Seraphin","2011-12",23
"3448","Keyon Dooling","2011-12",10
"3449","Kirk Hinrich","2011-12",25
"3450","Klay Thompson","2011-12",3
"3451","Kobe Bryant","2011-12",15
"3452","Kosta Koufos","2011-12",11
"3453","Kris Humphries","2011-12",17
"3454","Kurt Thomas","2011-12",23
"3455","Kwame Brown","2011-12",5
"3456","Kyle Korver","2011-12",10
"3457","Kyle Lowry","2011-12",22
"3458","Kyrie Irving","2011-12",22
"3459","Kyrylo Fesenko","2011-12",2
"3460","Lamar Odom","2011-12",6
"3461","LaMarcus Aldridge","2011-12",17
"3462","Lance Stephenson","2011-12",13
"3463","Lance Thomas","2011-12",24
"3464","Landry Fields","2011-12",13
"3465","Larry Hughes","2011-12",25
"3466","Larry Owens","2011-12",6
"3467","Larry Sanders","2011-12",24
"3468","Lavoy Allen","2011-12",23
"3469","Lazar Hayward","2011-12",25
"3470","Leandro Barbosa","2011-12",3
"3471","LeBron James","2011-12",15
"3472","Lester Hudson","2011-12",3
"3473","Linas Kleiza","2011-12",1
"3474","Lou Amundson","2011-12",5
"3475","Lou Williams","2011-12",3
"3476","Luc Mbah a Moute","2011-12",24
"3477","Luis Scola","2011-12",9
"3478","Luke Babbitt","2011-12",1
"3479","Luke Harangody","2011-12",6
"3480","Luke Ridnour","2011-12",25
"3481","Luke Walton","2011-12",25
"3482","Luol Deng","2011-12",6
"3483","Malcolm Lee","2011-12",13
"3484","Malcolm Thomas","2011-12",19
"3485","Manny Harris","2011-12",22
"3486","Manu Ginobili","2011-12",22
"3487","Marc Gasol","2011-12",17
"3488","Marcin Gortat","2011-12",17
"3489","Marco Belinelli","2011-12",3
"3490","Marcus Camby","2011-12",11
"3491","Marcus Morris","2011-12",3
"3492","Marcus Thornton","2011-12",3
"3493","Mario Chalmers","2011-12",4
"3494","Markieff Morris","2011-12",6
"3495","Marquis Daniels","2011-12",14
"3496","Marreese Speights","2011-12",23
"3497","MarShon Brooks","2011-12",25
"3498","Martell Webster","2011-12",4
"3499","Marvin Williams","2011-12",6
"3500","Matt Barnes","2011-12",6
"3501","Matt Bonner","2011-12",1
"3502","Matt Carroll","2011-12",25
"3503","Maurice Evans","2011-12",10
"3504","Mehmet Okur","2011-12",1
"3505","Metta World Peace","2011-12",4
"3506","Michael Beasley","2011-12",12
"3507","Michael Redd","2011-12",3
"3508","Mickael Pietrus","2011-12",1
"3509","Mickell Gladness","2011-12",20
"3510","Mike Bibby","2011-12",1
"3511","Mike Conley","2011-12",13
"3512","Mike Dunleavy","2011-12",3
"3513","Mike James","2011-12",25
"3514","Mike Miller","2011-12",1
"3515","Mikki Moore","2011-12",14
"3516","Mo Williams","2011-12",3
"3517","Monta Ellis","2011-12",21
"3518","Morris Almond","2011-12",12
"3519","Mychel Thompson","2011-12",10
"3520","Nate Robinson","2011-12",25
"3521","Nazr Mohammed","2011-12",23
"3522","Nene","2011-12",17
"3523","Nick Collison","2011-12",20
"3524","Nick Young","2011-12",3
"3525","Nicolas Batum","2011-12",4
"3526","Nikola Pekovic","2011-12",5
"3527","Nikola Vucevic","2011-12",23
"3528","Nolan Smith","2011-12",25
"3529","Norris Cole","2011-12",13
"3530","O.J. Mayo","2011-12",3
"3531","Omer Asik","2011-12",11
"3532","Omri Casspi","2011-12",4
"3533","Patrick Patterson","2011-12",7
"3534","Patty Mills","2011-12",10
"3535","Pau Gasol","2011-12",17
"3536","Paul George","2011-12",6
"3537","Paul Millsap","2011-12",17
"3538","Paul Pierce","2011-12",22
"3539","Quentin Richardson","2011-12",1
"3540","Quincy Pondexter","2011-12",13
"3541","Raja Bell","2011-12",25
"3542","Rajon Rondo","2011-12",13
"3543","Ramon Sessions","2011-12",22
"3544","Randy Foye","2011-12",10
"3545","Rashard Lewis","2011-12",25
"3546","Rasual Butler","2011-12",1
"3547","Ray Allen","2011-12",10
"3548","Raymond Felton","2011-12",25
"3549","Reggie Evans","2011-12",11
"3550","Reggie Jackson","2011-12",4
"3551","Reggie Williams","2011-12",10
"3552","Renaldo Balkman","2011-12",6
"3553","Richard Hamilton","2011-12",7
"3554","Richard Jefferson","2011-12",10
"3555","Ricky Rubio","2011-12",22
"3556","Robin Lopez","2011-12",24
"3557","Rodney Stuckey","2011-12",22
"3558","Rodrigue Beaubois","2011-12",25
"3559","Roger Mason Jr.","2011-12",10
"3560","Ronnie Brewer","2011-12",12
"3561","Ronnie Price","2011-12",25
"3562","Ronny Turiaf","2011-12",20
"3563","Roy Hibbert","2011-12",5
"3564","Royal Ivey","2011-12",10
"3565","Rudy Fernandez","2011-12",10
"3566","Rudy Gay","2011-12",12
"3567","Russell Westbrook","2011-12",21
"3568","Ryan Anderson","2011-12",1
"3569","Ryan Gomes","2011-12",12
"3570","Ryan Hollins","2011-12",24
"3571","Ryan Reid","2011-12",7
"3572","Sam Young","2011-12",12
"3573","Samardo Samuels","2011-12",24
"3574","Samuel Dalembert","2011-12",11
"3575","Sasha Pavlovic","2011-12",4
"3576","Sean Williams","2011-12",24
"3577","Sebastian Telfair","2011-12",3
"3578","Semih Erden","2011-12",24
"3579","Serge Ibaka","2011-12",23
"3580","Shane Battier","2011-12",4
"3581","Shannon Brown","2011-12",3
"3582","Shaun Livingston","2011-12",12
"3583","Shawn Marion","2011-12",6
"3584","Shawne Williams","2011-12",1
"3585","Shelden Williams","2011-12",20
"3586","Shelvin Mack","2011-12",13
"3587","Solomon Alabi","2011-12",11
"3588","Solomon Jones","2011-12",14
"3589","Spencer Hawes","2011-12",23
"3590","Stephen Curry","2011-12",3
"3591","Stephen Jackson","2011-12",4
"3592","Steve Blake","2011-12",10
"3593","Steve Nash","2011-12",25
"3594","Steve Novak","2011-12",1
"3595","Sundiata Gaines","2011-12",22
"3596","T.J. Ford","2011-12",13
"3597","Taj Gibson","2011-12",17
"3598","Tayshaun Prince","2011-12",12
"3599","Terrel Harris","2011-12",4
"3600","Terrence Williams","2011-12",6
"3601","Thabo Sefolosha","2011-12",4
"3602","Thaddeus Young","2011-12",14
"3603","Tiago Splitter","2011-12",5
"3604","Tim Duncan","2011-12",17
"3605","Timofey Mozgov","2011-12",24
"3606","Tobias Harris","2011-12",14
"3607","Toney Douglas","2011-12",10
"3608","Tony Allen","2011-12",14
"3609","Tony Battie","2011-12",23
"3610","Tony Parker","2011-12",21
"3611","Tracy McGrady","2011-12",6
"3612","Travis Leslie","2011-12",19
"3613","Travis Outlaw","2011-12",3
"3614","Trevor Ariza","2011-12",6
"3615","Trevor Booker","2011-12",14
"3616","Trey Johnson","2011-12",14
"3617","Trey Thompkins","2011-12",9
"3618","Tristan Thompson","2011-12",5
"3619","Troy Murphy","2011-12",6
"3620","Ty Lawson","2011-12",22
"3621","Tyler Hansbrough","2011-12",21
"3622","Tyler Honeycutt","2011-12",12
"3623","Tyreke Evans","2011-12",22
"3624","Tyrus Thomas","2011-12",7
"3625","Tyson Chandler","2011-12",5
"3626","Udonis Haslem","2011-12",23
"3627","Vernon Macklin","2011-12",24
"3628","Vince Carter","2011-12",4
"3629","Vladimir Radmanovic","2011-12",1
"3630","Von Wafer","2011-12",22
"3631","Walker Russell","2011-12",13
"3632","Wayne Ellington","2011-12",25
"3633","Wesley Johnson","2011-12",25
"3634","Wesley Matthews","2011-12",4
"3635","Will Bynum","2011-12",22
"3636","Willie Green","2011-12",25
"3637","Wilson Chandler","2011-12",6
"3638","Xavier Henry","2011-12",21
"3639","Xavier Silas","2011-12",4
"3640","Yi Jianlian","2011-12",9
"3641","Zach Randolph","2011-12",17
"3642","Zaza Pachulia","2011-12",5
"3643","A.J. Price","2012-13",18
"3644","Aaron Brooks","2012-13",18
"3645","Aaron Gray","2012-13",4
"3646","Al Harrington","2012-13",22
"3647","Al Horford","2012-13",23
"3648","Al Jefferson","2012-13",23
"3649","Al-Farouq Aminu","2012-13",11
"3650","Alan Anderson","2012-13",9
"3651","Alec Burks","2012-13",7
"3652","Alexey Shved","2012-13",9
"3653","Alonzo Gee","2012-13",20
"3654","Amar'e Stoudemire","2012-13",6
